time;NSC_res;NSC_G;NSC_PC;Liver_res;Liver_G;Liver_PC;Liver_res2;Pancreas_res;Pancreas_G;Pancreas_PC;Beta_res;Beta_res2;Beta_G;Beta_PC;Alpha_res;Alpha_G;Alpha_PC;Surrenal_res;Surrenal_G;Surrenal_PC;Glucose;Glycogene;AcidesGras;AcidesAmines;AcetylCoA;Pyruvate;ATP;AMPK;Cortisol;Insulin;Glucagon
0.0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.0;0.0;0.0;100.0;1.0;1.0;1000.0;0;0.0;0.0;0.0
1.0;0.0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;35.0;0.0;0.0;100.0;11.0;1.0;940.0;1;0.0;0.0;3.7040911034085893
2.0;0.0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;40.0;0.0;0.0;95.0;11.0;1.0;860.0;1;3.7040911034085893;0.0;7.744058180470132
3.0;0.0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;0;45.0;0.0;0.0;90.0;11.0;1.0;780.0;1;2.744058180470132;0.0;10.736939402111584
4.0;0.0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;50.0;0.0;0.0;85.0;11.0;1.0;700.0;1;2.0328482987029957;0.0;11.658211446848322
5.0;0.0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;55.0;0.0;0.0;80.0;11.0;1.0;620.0;1;1.5059710595610105;0.0;12.340706563793997
6.0;0.0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;50.0;0.0;0.0;80.0;0.6000000000000014;1.0;764.0;1;1.1156508007421493;0.0;12.846311381953655
7.0;1.0;1;0;0;1;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;45.0;0.0;0.0;80.0;10.600000000000001;1.0;704.0;1;0.8264944411079328;0.0;13.220872643710797
8.0;1.0;1;1;0;1;0;0;1;1;0;0;0;1;0;1;1;0;0;1;1;64.0;4.800000000000001;0.30000000000000004;90.0;0.20000000000000284;1.0;848.0;0;0.6122821412649097;0.0;13.498354451182022
9.0;1.0;1;1;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;1;59.0;4.800000000000001;0.30000000000000004;90.0;10.200000000000003;1.0;788.0;0;0.4535897664470626;0.0;14.074327140405261
