time;NSC_res;NSC_G;NSC_PC;Liver_res;Liver_G;Liver_PC;Liver_res2;Pancreas_res;Pancreas_G;Pancreas_PC;Beta_res;Beta_res2;Beta_G;Beta_PC;Alpha_res;Alpha_G;Alpha_PC;Surrenal_res;Surrenal_G;Surrenal_PC;Glucose;Glycogene;AcidesGras;AcidesAmines;AcetylCoA;Pyruvate;ATP;AMPK;Cortisol;Insulin;Glucagon
81.0;1.0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;1;1;0;76.0;7.000000000000007;0.5999999999999959;120.0;12.700000000000045;1.0;961.3999999999992;1;2.477043680486051;3.378759222584833;6.785134812518458
82.0;1.0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;1;1;1;81.0;7.000000000000007;0.5999999999999959;115.0;12.700000000000045;1.0;881.3999999999992;1;1.8350390919285702;5.466319278114112;5.026551498895506
83.0;1.0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;1;75.0;8.000000000000007;1.399999999999996;115.0;13.200000000000044;1.0;845.7999999999992;1;1.3594303949639186;7.01282180401754;3.7237609375767904
84.0;1.0;1;0;0;1;0;1;1;1;0;1;1;0;0;0;1;0;0;1;1;93.0;13.800000000000008;2.4999999999999956;125.0;13.700000000000044;1.0;810.1999999999991;1;1.0070908063378152;8.158499053537101;2.7586299520197235
85.0;1.0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;87.0;14.800000000000008;3.2999999999999954;125.0;14.200000000000044;1.0;774.5999999999991;1;0.7460712192160968;9.007237635001706;2.0436433325745442
86.0;1.0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;81.0;15.800000000000008;4.099999999999995;125.0;14.700000000000044;1.0;738.9999999999991;1;0.5527031531215086;9.63599864074624;1.5139682173459301
87.0;1.0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;1;0;1;1;75.0;16.800000000000008;4.899999999999995;125.0;15.200000000000044;1.0;703.3999999999991;1;0.4094525664606511;10.101796250255953;1.1215752409428843
88.0;1.0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;1;0;1;1;69.0;17.800000000000008;5.699999999999995;125.0;15.700000000000044;1.0;667.799999999999;1;0.30332992173894235;10.446867606530736;0.8308833743559766
89.0;1.0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;63.0;18.800000000000008;6.499999999999995;125.0;16.200000000000045;1.0;632.199999999999;1;0.22471233290216802;10.702502754694448;0.6155335429844163
90.0;1.0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;57.0;19.800000000000008;7.2999999999999945;125.0;13.800000000000045;1.0;625.599999999999;1;0.16647099062582196;7.928609047573925;4.530498677833077
91.0;0.0;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;1;75.0;25.60000000000001;8.399999999999995;135.0;11.400000000000047;1.0;618.999999999999;1;0.12332474307054436;5.873658047104685;7.4307761830626236
92.0;0.0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;69.0;26.60000000000001;9.199999999999996;135.0;9.000000000000048;1.0;612.399999999999;1;0.0913612167275507;8.796222227439253;5.50485439022054
93.0;0.0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;63.0;27.60000000000001;9.999999999999996;135.0;6.600000000000049;1.0;605.7999999999989;1;0.0676820540154209;10.961311023342832;4.078096434475124
94.0;0.0;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;57.0;28.60000000000001;10.799999999999997;135.0;4.200000000000051;1.0;599.1999999999989;1;0.050140098827788034;8.120338928651737;6.725219247764909
95.0;0.0;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;51.0;29.60000000000001;11.599999999999998;135.0;1.8000000000000504;1.0;592.5999999999989;1;0.0;6.015695036456267;8.68625606023223
96.0;0.0;0;1;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;45.0;30.60000000000001;11.599999999999998;135.0;5.8000000000000504;1.0;591.5999999999989;1;0.0;4.456536493071374;10.139027862335618
97.0;0.0;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;1;0;0;0;47.0;23.60000000000001;9.999999999999998;135.0;21.400000000000052;1.0;531.5999999999989;1;0.0;3.301483435200278;11.215267683826424
98.0;0.0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;49.0;16.60000000000001;8.399999999999999;135.0;6.600000000000051;1.0;775.5999999999989;0;0.0;2.4457990840752357;12.012565753410053
99.0;0.0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;51.0;9.600000000000009;6.799999999999999;135.0;22.200000000000053;1.0;715.5999999999989;0;0.0;1.8118925256095915;12.603218690671964
100.0;0.0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;53.0;2.6000000000000085;5.199999999999999;135.0;7.400000000000055;1.0;959.599999999999;0;0.0;1.3422829968886014;13.040785148694765
101.0;0.0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;48.0;2.6000000000000085;3.599999999999999;135.0;23.000000000000057;1.0;899.599999999999;0;0.0;0.9943877014063376;13.364942353557218
102.0;0.0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;43.0;2.6000000000000085;1.9999999999999991;135.0;8.20000000000006;1.0;1143.599999999999;0;0.0;0.7366605276236263;13.60508391728458
103.0;1.0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;38.0;2.6000000000000085;0.399999999999999;135.0;23.80000000000006;1.0;1083.599999999999;0;1.8520455517042946;0.5457315413205903;10.078894059828219
104.0;1.0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;57.0;7.400000000000009;0.6999999999999991;145.0;3.4000000000000625;1.0;1327.599999999999;0;5.076120193643656;0.40428786941101114;7.466628363841477
105.0;1.0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;62.0;7.400000000000009;0.6999999999999991;140.0;3.4000000000000625;1.0;1247.599999999999;0;3.7604823298216306;3.2627767027871393;5.53141433899269
106.0;1.0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;0;67.0;7.400000000000009;0.6999999999999991;135.0;3.4000000000000625;1.0;1167.599999999999;0;2.785833828483501;5.380397314167403;4.097772528465905
107.0;1.0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;1;1;1;72.0;7.400000000000009;0.6999999999999991;130.0;3.4000000000000625;1.0;1087.599999999999;1;2.0637964599320853;6.949169247569062;3.0357045532965357
108.0;1.0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;1;1;1;101.0;12.20000000000001;0.9999999999999991;135.0;3.4000000000000625;1.0;1007.599999999999;1;1.5288980212961156;8.111344079927097;2.248905245688529
109.0;1.0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;1;95.0;13.20000000000001;1.7999999999999992;135.0;3.9000000000000625;1.0;971.9999999999991;1;1.1326355117403877;8.97230437135565;1.6660299825927576
110.0;1.0;1;0;0;1;0;1;1;1;0;1;1;0;0;0;1;0;0;1;1;89.0;14.20000000000001;2.599999999999999;135.0;4.4000000000000625;1.0;936.3999999999991;1;0.839077024488441;9.610119442529363;1.23422536730676
111.0;1.0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;83.0;15.20000000000001;3.3999999999999995;135.0;4.9000000000000625;1.0;900.799999999999;1;0.621603548296437;10.082624468680256;0.9143366405284337
